Title,Description,Link,Published Date,Summary
Beabadoobee: ‘I don’t have time for death threats. I’ve got a mortgage to pay’,"A support slot on Taylor Swift’s Eras tour and a Rick Rubin produced album has given the former TikTok-viral musician a new sense of self-confidence. Not even the internet trolls can stop herAbout a year ago, Beatrice Laus, AKA Beabadoobee, started taking ballet lessons. The acclaimed, perpetually TikTok-viral indie rock musician had been touring hard in 2022, and began to feel her body breaking down. Like most early-20s musicians – or twentysomethings in general – she was, at that time, “very mentally and physically unfit, and doing a lot of bad things to my body”. Eventually, she realised she needed to get herself in shape. “I’m a very weak human being – my immune system is very weak, so I just had to build that up,” she recalls, speaking from her west London bedroom. As for why she picked ballet, specifically? “I thought the outfits were cute,” she says, with a self-aware sheepishness. “Like, I’m trying to be real!”Self-improvement has been on the mind a lot for Laus over the past year. Her third album, This Is How Tomorrow Moves, due for release this summer, is a huge leap forward, finding her dealing with “the confusing world of becoming a woman and becoming an adult” with wit, honesty and grace. Co-produced by her longtime collaborator Jacob Bugden and pop music sage Rick Rubin at his Malibu studio Shangri-La, it’s a record that sees Laus trying to convey “a sense of confidence that I finally accepted within myself”. Continue reading...",https://www.theguardian.com/music/article/2024/may/11/beabadoobee-rick-rubin-this-is-how-tomorrow-moves-interview,2024-05-11 10:55:24,Beabadoobee’s third album is a huge leap forward finding her dealing with ‘the confusing world of becoming a woman and becoming an adult’
Dutch broadcaster decries Eurovision decision to ban its contestant,"Avorotros says Joost Klein’s disqualification ‘disproportionate’ after incident involving female member of production crewThe Dutch broadcaster who sent the country’s entry to Eurovision has said the decision to disqualify its contestant from the song contest just hours before the start of tonight’s grand final was “disproportionate”.Dutch singer and rapper Joost Klein was excluded from the main show due to an incident involving a female member of the production crew, the competition’s organisers announced earlier in the day. Continue reading...",https://www.theguardian.com/tv-and-radio/article/2024/may/11/netherlands-eurovision-entry-disqualified-from-song-contest,2024-05-11 20:12:19,The Dutch broadcaster who sent the country’s entry to Eurovision has said the decision to disqualify its contestant from the song contest just hours before the start of tonight’s grand final was ‘disproportionate’
"Mystery of where Mona Lisa was painted has been solved, geologist claims","Ann Pizzorusso says she has tracked down the background landscape of the world’s most famous paintingThe landscape behind Leonardo da Vinci’s Mona Lisa has sparked endless debate, with some art historians suggesting the view was imaginary and idealised, and others claiming various links to specific Italian locations.Now a geologist and Renaissance art historian believes she has finally solved the mystery in one of the world’s most famous paintings. Ann Pizzorusso has combined her two fields of expertise to suggest that Leonardo painted several recognisable features of Lecco, on the shores of Lake Como in the Lombardy region of northern Italy. Continue reading...",https://www.theguardian.com/artanddesign/article/2024/may/11/where-mona-lisa-was-painted-mystery-solved-geologist-claims,2024-05-11 10:00:26,Ann Pizzorusso says she has tracked down the background landscape of the world’s most famous painting and believes she has finally solved the mystery
Cannes film festival faces strike disruption over seasonal workers’ rights,"Group will protest against government’s treatment of freelance workers at festivals across FranceThe Cannes film festival is facing strike action as it opens next week and could see protests by projectionists, floor managers and press agents who are demanding changes to the French government’s treatment of seasonal film festival staff.The festival on France’s Côte d’Azur has faced major strike action only once before, during the student protests and workers’ strikes that began in May 1968. Continue reading...",https://www.theguardian.com/film/article/2024/may/11/cannes-film-festival-faces-strike-disruption-over-seasonal-workers-rights,2024-05-11 04:00:17,"Cannes film festival is facing strike action as it opens next week and could see protests by projectionists, floor managers and press agents demanding changes to the French government’s treatment of seasonal festival staff"
Olivia Rodrigo review – shiny pop-punk with real guts,"Ovo Hydro, GlasgowThere’s no doubt the former Disney actor is a pro, but she’s also a deft, sincere songwriter who captures the viewpoint of a teen outsider to perfectionPop music made by child actors doesn’t often feature axe duels and headbanging. But tonight, during a song called Obsessed, gen-Z phenomenon Olivia Rodrigo, wielding an electric guitar, faces off against one of her guitarists, Emily Rosenfield, as the rest of the band build a grungy din around them.Pop vocalists often perform facsimiles of rock-in-inverted-commas quite egregiously, foregrounding obnoxious guitar solos. Rodrigo’s band is made up entirely of women and non-binary musicians – a rarity at any level, let alone in arenas. And unlike most bands tacked on to the back of a singer, these musicians don’t wave devil’s horns while gurning. They just play loud and fast, their showboating gleeful rather than clichéd. All the young kids here will hopefully take all this for granted. Continue reading...",https://www.theguardian.com/music/article/2024/may/11/olivia-rodrigo-review-shiny-pop-punk-with-real-guts,2024-05-11 13:00:27,"Olivia Rodrigo and Emily Rosenfield are a rare breed of female rock band, but they’re also a force to be reckoned with in the arena"
Kingdom of the Planet of the Apes review – thrilling addition to the series,"Wes Ball brings fresh blood, new ideas and superb motion capture to this top-quality summer blockbusterWith this muscular instalment of the consistently impressive rebooted Apes franchise, director Wes Ball, previously best known for the propulsive but somewhat generic YA dystopian Maze Runner series, graduates, with honours, to the big league of Hollywood helmers. This is a top-quality summer blockbuster, bringing fresh blood and new ideas into the series while staying recognisably within the worlds so meticulously created in the previous three movies.Kingdom of the Planet of the Apes is set many generations in the future, long after the events of War for the Planet of the Apes and the conclusion of the story of Caesar, who is now regarded as a Moses-like legendary figure. But the thing about legends is that they get appropriated and twisted to fit the current narrative. Wise old orangutan scholar Raka (Peter Macon) follows the word of Caesar to the letter; Proximus (Kevin Durand) cherrypicks the primate unity theme but disregards the bit about ape not killing ape. And youngster Noa (Owen Teague), son of the leader of a chimp clan that trains and hunts with eagles, hasn’t even heard of Caesar.In UK and Irish cinemas now Continue reading...",https://www.theguardian.com/film/article/2024/may/11/kingdom-of-the-planet-of-the-apes-review-thrilling-addition-to-the-series,2024-05-11 14:00:29,"Kingdom of the Planet of the Apes is a top-quality summer blockbuster, bringing fresh blood and new ideas into the series while staying recognisably within the worlds so meticulously created in the previous three"
Eiyuden Chronicle: Hundred Heroes review – rip-roaring adventure from the late Yoshitaka Murayama,"Rabbit and Bear Studios; 505 Games; PC, PlayStation, Switch, XboxHead into battle with your own turbo-charged squadron in this crowd-funded Pokémonesque sequel to the the Japanese designer’s classic Suikoden seriesWhile the joyously flexible role-playing game Baldur’s Gate 3 dominated this year’s Bafta game awards, winning the award for best game, there remains a strong nostalgic appetite for plainer, more traditional RPGs. Conceived by Yoshitaka Murayama, a writer-director who made his name during the original PlayStation years, Eiyuden Chronicle raised £3.6m on Kickstarter in 2020 to become the third highest-funded video game ever on the crowdfunding site. It’s a sequel to Murayama’s classic Suikoden series in all but name: a rip-roaring adventure featuring a group of mostly young people tangled in the friction and chaos of two warring neighbouring states.As with Murayama’s work from the 90s, follows a familiar pattern as you guide your party from settlement to dungeon, your progress regularly interrupted by capricious random battles through which your characters become incrementally more powerful. After a pedestrian prologue, the game unfurls deliciously. Its gimmick is its Pokémon-esque meta-quest: to woo and recruit each of the 100 or so titular heroes to your cause. They begin as a tiny party, then develop into a squadron, to finally become a makeshift army. Every warrior, healer and member of support staff has a name, a personality and an arc. Recruits are encountered across the world. Some enrol the moment you approach; others require cajoling. But the thrill of completing the collection turbo-charges the game’s more conservative, dated appeal, as the recruits can each be slotted into your main six-person team, and directly controlled in battle. Continue reading...",https://www.theguardian.com/games/article/2024/may/11/eiyuden-chronicle-hundred-heroes-review-yoshitaka-murayama-kickstarter,2024-05-11 13:00:29,Crowd-funded sequel to the classic Suikoden series is a rip-roaring adventure featuring a group of mostly young people tangled in the friction and chaos of two neighbouring states
"The week in classical: Igor Levit, Renaud Capuçon, Julia Hagen; Manchester Camerata: Disruptors review – ringing successes","Wigmore Hall, London; Albert Hall, ManchesterAgainst the backdrop of a row over mobiles at concerts, three soloists collaborate to singular effect on Brahms, while vibrant works old and new are performed by the Camerata ensembleNo phones were held aloft while Igor Levit - the Russian-born, German-based pianist - and two other top soloists, French violinist Renaud Capuçon and Austrian cellist Julia Hagen, played the complete Brahms piano trios last weekend. Despite Wigmore Hall’s strictures on the use of any electronic devices, every seat was sold. The capacity audience, of all ages, sat stock still, concentrating hard, throughout. At the end they whooped and cheered and some took pictures. These three trios, written across Brahms’s lifetime, have no programme, in the sense of stories attached. The listener’s ears and mind weave their own narrative.Until a fortnight ago, any observation about the disruptive use of mobiles at concerts would have been dismissed as classical-elite fuss. After the announcement by the City of Birmingham Symphony Orchestra’s chief executive that she was happy for phones to be used in concerts, a long thorny subject has become news. A week on, with complaints from all sides, some backtracking has taken place: dim the brightness, don’t use flash, performers’ views will be honoured, some concerts might be more appropriate than others. Continue reading...",https://www.theguardian.com/music/article/2024/may/11/the-week-in-classical-igor-levit-renaud-capucon-julia-hagen-manchester-camerata-disruptors-review-ringing-successes,2024-05-11 12:00:27,"Igor Levit, Renaud Capuon and Julia Hagen combine to singular effect on Brahms while a row over mobiles at concerts is back on the agenda"
Morning After the Revolution review: a bad faith attack on ‘woke’,"Nellie Bowles seeks simply to stoke ‘communal outrage’, whether over protesters, the unhoused or trans peopleWriting on Substack in 2021, Nellie Bowles described some of the less attractive qualities that motivated her work as a reporter: “I love the warm embrace of the social media scrum. One easy path toward the top of the list … is communal outrage. Toss something (someone) into that maw, and it’s like fireworks. I have mastered that game. For a couple of years, that desire for attention … propelled me more than almost anything else. I began to see myself less as a mirror and more as a weapon.”Bowles is married to Bari Weiss, a former editor on the opinion section of the New York Times whose furious resignation letter earned her encomiums from Ted Cruz, Marco Rubio and Donald Trump Jr. Continue reading...",https://www.theguardian.com/books/article/2024/may/11/morning-after-the-revolution-review-nellie-bowles,2024-05-11 11:00:24,"Nellie Bowles describes herself as a ‘weapon’ who seeks to stoke ‘communal outrage’, whether over protesters, the unhoused or trans people"
"Say More review: Jen Psaki on Biden, Trump and how to make your point","White House press secretary turned MSNBC host offers advice, a little dish and barbed critiques of Republican predecessorsJen Psaki left the Biden White House after 16 months as press secretary. Saturday Night Live never savaged her, though Kate McKinnon played her. By that and other measures, Psaki compares favorably to Sean Spicer and Sarah Sanders, her predecessors from the years of Trump. A veteran of the Obama West Wing, before that a competitive collegiate swimmer, Psaki had the president’s ear and spoke with knowing authority.Her press briefings were not cauldrons of rancor. Her tussles with Peter Doocey, the Fox News White House correspondent, never neared the boiling point. They played nice. Continue reading...",https://www.theguardian.com/books/article/2024/may/11/jen-psaki-say-more-review,2024-05-11 09:00:22,"Jen Psaki, who left the White House to host MSNBC’s State of the Union, offers advice, a little dish and barbed critiques of Republican predecessors"
Three Burials by Anders Lustgarten review – a madcap satire on the refugee crisis,"A nurse battles to give a dead Somali refugee a dignified burial as the English police set out to retrieve his body and cover up their crimeWith his debut novel, the British playwright Anders Lustgarten proves Orwell’s dictum that “to be funny, indeed, you have got to be serious”. A loud, populous, madcap satire on Britain’s broken refugee system, the novel takes on white extremism, Covid-19, the decline of the Met and the NHS, gentrification, the Home Office, the EU and migration in all its gritty, blood-soaked details. It combines political astuteness with tonal exuberance, morbid humour, situational irony and moral passion. The outcome is an irreverent, tragicomic tour de force as absurd and as urgent as hope.The novel opens with Somali pals Omar and Abdi Bile crossing to Britain from France via the English Channel. A storm rises. Their boat runs into difficulty. They pray for rescue but instead along come white supremacist cop Freddie Barratt and his impressionable protege, officer Andy Jakubiak. A scuffle ensues when Omar and Abdi Bile try to hop on to their boat. Freddie kills Omar while Andy somehow captures the scene on video. Continue reading...",https://www.theguardian.com/books/article/2024/may/11/three-burials-by-anders-lustgarten-review-a-madcap-satire-on-the-refugee-crisis,2024-05-11 06:30:18,"Anders Lustgarten’s debut novel is a loud, populous, madcap satire on Britain’s broken refugee system, but it is also an urgent call to action"
"On my radar: Daniel Handler, AKA Lemony Snicket, on his cultural highlights","The US children’s author and novelist on a sublime musical trio, how spices reinvigorated his cooking, an addictive ‘mid-19th century’ BBC panel show and being floored by a new jazz track Born in California in 1970, author Daniel Handler is best known for A Series of Unfortunate Events, 13 children’s books written under the pseudonym Lemony Snicket. To celebrate the 25th anniversary of the series, Farshore is publishing new editions with covers illustrated by Emily Gravett; the first six – The Bad Beginning, The Wide Window, The Miserable Mill, The Austere Academy, The Reptile Room and The Ersatz Elevator – are out now. Handler’s books have sold more than 70m copies and been adapted for stage, film and television. He is also the author of seven novels, and his memoir And Then? And Then? What Else? is published on 4 July. He lives in San Francisco with his wife and son. Continue reading...",https://www.theguardian.com/culture/article/2024/may/11/on-my-radar-daniel-handler-lemony-snicket-on-his-cultural-highlights,2024-05-11 14:00:28,"Daniel Handler on a sublime musical trio, how spices reinvigorated his cooking, an addictive ‘mid-19th century’ BBC panel show and being floored by a new jazz track"
"TV tonight: space babies, the Bogeyman and the Beatles … it’s Doctor Who","Ncuti Gatwa kicks off his first thrilling series as the new Time Lord. Plus, it’s Eurovision party time, baby! Here’s what to watch this evening6.20pm, BBC One Continue reading...",https://www.theguardian.com/tv-and-radio/article/2024/may/11/tv-tonight-space-babies-the-bogeyman-and-the-beatles-its-doctor-who,2024-05-11 05:00:19,It’s the return of Doctor Who and it’s time for the Doctor to go back in time... and back in the Tardis!
This is how we do it: ‘I can only orgasm fantasising about other men. My husband loves it’,"A kiss with a co-worker jolted Penny awake, and Peter harnessed her feelings into their relationshipHow do you do it? Share the story of your sex life, anonymouslyThe catalyst for my first orgasm was a crush I developed on a co-worker. We shared a kiss Continue reading...",https://www.theguardian.com/lifeandstyle/article/2024/may/11/this-is-how-we-do-it-i-can-only-orgasm-fantasising-about-other-men-my-husband-loves-it,2024-05-11 11:00:27,"A kiss with a co-worker jolted Penny awake, and Peter harnessed her feelings into their relationship Share the story of your sex life, anonymously"
Blind date: ‘She yawned when I was talking – but she told me she was just tired’,"Maz, 32, a field marketing manager, meets Gianluca, 28, a sync coordinator and DJWhat were you hoping for?To replace my sister as my emergency contact. Continue reading...",https://www.theguardian.com/lifeandstyle/article/2024/may/11/blind-date-maz-gianluca,2024-05-11 05:00:18,The BBC's Pitch Battle is back and this time it's all about the people who work in the music industry and the people who make it happen.
"Soya, nuts and yoghurt: the diet tweaks that can ease the symptoms of menopause","It’s crucial to look after your gut microbiome. So avoid ultra-processed foods,  eat healthily, and try blueberries and beetroot for help with hot flushes tooWhen life feels chaotic, food can be a comfort, a pleasure, an uplifting ritual. Fitting in time to cook, however, can often seem like another impossible thing on the list, especially when there are differing tastes to cater for, and the demands of work to contend with. But as women enter their fourth and fifth decades, considering what we eat is crucial, and making just a few tweaks may improve our health and wellbeing.“The focus needs to be on eating well, eating a variety of foods, and foods that support bone and heart health,” says Dr Claire Phipps, GP and advanced menopause specialist. Think about a Mediterranean style of eating, with lots of oily fish, wholegrain, pulses, fruit and veg, good fats (avocado, olive oil, for example), nuts and seeds, protein and dairy (calcium is vital for supporting bone density). Good health at this stage of life really is best achieved through diet rather than supplements – “our body uses it much better”. That said, Phipps would recommend taking a vitamin D supplement, maybe magnesium, as “it can be helpful for insomnia”. Continue reading...",https://www.theguardian.com/lifeandstyle/article/2024/may/11/soya-nuts-and-yoghurt-the-diet-tweaks-that-can-ease-the-symptoms-of-menopause,2024-05-11 12:00:25,"As women enter their fourth and fifth decades, considering what we eat is crucial, and making just a few tweaks may improve our health and wellbeing."
‘I did not wish to die. I was 21 … But death was choosing me’: author Richard Flanagan on the accident that nearly killed him,"The Booker prize winner was a young man kayaking a remote Tasmanian river when he became stuck at the bottom of a rapid, boulders trapping him under the water. As he became weaker, he felt himself facing his final moments …At first I thought I would escape easily. But then the river flooded into the kayak, filling it in seconds with the force of tons of rushing water, the kayak began sagging and the fibreglass behind my seat cracked. The boat folded. The front half sank to the riverbed dragging me down with it, and I felt myself disappearing beneath the rapid. Behind my back the broken stern splayed upwards towards the air, braced by the drop’s ledge, jamming the kayak in the rapid. The rounded front deck flattened onto my legs from the river’s force, trapping my knees. The overwhelming power of the water against my back pushed me up off the kayak seat so that I wasn’t sitting but hovering above it, fixed in place by my jammed, crushed legs.The river was now rolling over me. A black plume above my head transformed into a cascading flume of aerated white water beyond it with a small air pocket forming in front of my face, all that would keep me alive for several hours. Continue reading...",https://www.theguardian.com/lifeandstyle/article/2024/may/11/richard-flanagan-kayak-capsized-question-7,2024-05-11 12:00:26,"Australian writer David Shrigley describes the moment he became trapped under water in a rapid, boulders trapping him under the water as he tried to escape."
"Batch cook, set fake deadlines – and delegate: how efficient people get stuff done","Ever wonder how some people make juggling a million responsibilities appear effortless? We asked them“A frantic rush before I even open the door in the morning can leave me feeling off-balance all day,” says Dr Anjali Mahto, consultant dermatologist and founder of Harley Street clinic Self London. “So I take a calm few minutes the evening before to lay out tomorrow’s clothes and pack my gym bag.” Continue reading...",https://www.theguardian.com/money/article/2024/may/11/how-to-boss-your-to-do-list-by-highly-efficient-people,2024-05-11 10:00:23,"A frantic rush before I even open the door in the morning can leave me feeling off-balance all day, says Dr Anjali Mahto, who takes a few minutes to lay out tomorrow’s clothes and pack gym bag"
The hot years: the truth about what happens during menopause – and the best ways to get through it,"Memory blockages can be scary and hot flushes uncomfortable. But we know so much more now about what really happens in midlife. And the aftermath can be amazingMenopause was previously seen as a source of ageist shame, an unexploded bomb, or a suspicious parcel. But it is a natural phase which marks the end of childbearing years and, at last, we have the science and the knowledge to resolve a lot of the surrounding mental and physical health issues. Now is the time to embrace menopause, rather than fear it, and tackle the changes holistically.As the actor Gillian Anderson – who wrestled with an early menopause herself – once said: “Perimenopause and menopause should be treated as the rites of passage they are and, if not celebrated, then at least accepted and acknowledged and honoured.” And the aftermath can be amazing; when hormones are steady, your moods stabilise and periods have gone for ever. Continue reading...",https://www.theguardian.com/lifeandstyle/article/2024/may/11/the-hot-years-the-truth-about-what-happens-during-menopause-and-the-best-ways-to-get-through-it,2024-05-11 06:00:19,"Menopause is a natural phase which marks the end of childbearing years and, at last, we have the science and knowledge to resolve a lot of the surrounding mental and physical health issues"
Ask Ottolenghi: what can I use instead of chilli?,"You could get spicy with the ginger, garlic and onion, try flavourful but less hot varieties of chilli, or get busy with a lemon …So many recipes rely on chilli for flavour, but unfortunately it numbs my mouth and I then can’t taste anything, so it’s just an unpleasant experience. What’s a good substitute so dishes still pack a punch, but not in a painful way? Yvonne, NetherlandsJust fresh chilli or all chilli? Lots of dried chillies are much more about their smoky depth, and chocolatey, sweet notes than their kick – ancho and pasilla, for example, are wonderful. Also, if a recipe calls for chilli flakes, try red bell pepper flakes instead, or smoked paprika rather than smoky chilli: both bring the colour and depth you don’t want to miss out on, without the heat you do want to avoid.If, on the other hand, you want to replicate the punch of chilli, a combination of garlic, ginger and spring onion will get you a long way. Add them at the start of cooking and sweat gently in oil, or use as a finishing touch, much as you would a tarka: soften in a little oil, then drizzle on top. Smoked garlic is another ingredient to play around with to introduce big flavour to all sorts (while we’re on the subject of smoked ingredients, smoked salt is another great option). Continue reading...",https://www.theguardian.com/food/article/2024/may/11/ask-ottolenghi-what-can-i-use-instead-of-chilli,2024-05-11 08:30:21,"Many recipes rely on chilli for flavour, but unfortunately it numbs my mouth and I then can’t taste anything, so it’s just an unpleasant experience"
Print’s not dead: 25 of the best patterned shirts – in pictures,"Zingy colours, geometric shapes, abstract patterns… Celebrate the brighter months with a statement shirt Continue reading...",https://www.theguardian.com/fashion/gallery/2024/may/11/prints-not-dead-25-of-the-best-patterned-shirts-in-pictures,2024-05-11 22:50:38,"Bright colours, geometric shapes, abstract patterns... celebrate the brighter months with a statement shirt in this season's spring/summer styles... here's a look at some of the most popular designs"
Meera Sodha’s vegan recipe vegan recipe for lentils with pomegranate molasses and lemon tahini | The new vegan,"These sweet-sour lentils are beautifully offset by a whipped lemon tahini that just might become your favourite condimentThese gently sweet-and-sour lentils are great, and you should definitely make them, but the real head-turner here is the whipped lemon tahini, shown to me by plant-based chef Kali Jago – it is now my favourite condiment. In short, tahini can transform into a creamy, delicious thing, which, like mayonnaise, is neither solid or liquid, and lovely to spoon down regardless. Unlike mayonnaise, however, it is easy to make: you just need to emulsify it with water and oil by pressing the “on” button on your blender.Discover this recipe and many more from your favourite cooks on the new Guardian Feast app, with smart features to make everyday cooking easier and more fun Continue reading...",https://www.theguardian.com/food/article/2024/may/11/lentils-pomegranate-molasses-lemon-tahini-recipe-vegan-meera-sodha,2024-05-11 11:00:26,These sweet-sour lentils are beautifully offset by a whipped lemon that just might become your favourite condiment but the real head-turner here is the whipped lemon
Yotam Ottolenghi’s five-ingredient (or thereabouts) recipes,"A simple, one-tray take on Hainanese chicken rice, heady with ginger and topped with a spring onion oil, and braised broad beans in their pods with chilli and garlicSetting ourselves a five-ingredient limit on any recipe really gets the Ottolenghi test kitchen going. Well, that, or it sends us spiralling into existential doubt, not least regarding what, exactly, constitutes an ingredient. Everyone has salt and pepper, right, so we don’t need to include them in the tally? What about white pepper: is that the same? Water’s not an ingredient, either – it’s not something we need to go out and buy. But does that mean tinfoil is? Can we squeeze in olive oil on a free pass? Or garlic? And what if something is just a serving suggestion, rather than a built-in part of the recipe? How about we just put every ingredient in the title, to highlight how simple and short the ingredient list is? For a group of recipe-creating obsessives, never has counting to five felt so confusing. The results, though, I’m happy to report, are delightfully straightforward, uncomplicatedly delicious and serve (well, about) five. Continue reading...",https://www.theguardian.com/food/article/2024/may/11/yotam-ottolenghi-five-ingredient-or-thereabouts-recipes-chicken-rice-spring-onion-broad-beans,2024-05-11 07:00:24,"Chef-owner Ottolenghi’s Hainanese chicken rice and broad beans with chilli and garlic are uncomplicated and delicious, but still feel like they’re being counted to five."
"Extra time at Euro 2024: day trips and more from Berlin, Hamburg, Munich and Leipzig","Spectacular scenery and rich culture from the Alps to the North Sea are just a train ride away from the main hubs at this summer’s football tournamentOf all the ways to explore southern Germany this summer, the most memorable is not by train, bus or hire car but by boat. Lake Constance, nearly 40 times bigger than Windermere and two hours south-west of Munich by public transport, is a wonderful water world ringed by harbour towns, and it makes an idyllic break from the Bavarian capital. Continue reading...",https://www.theguardian.com/travel/article/2024/may/11/euro-2024-day-trips-from-berlin-hamburg-munich-leipzig,2024-05-11 10:00:24,"Germany’s south-west is home to some of the world’s most spectacular scenery, and Lake Constance is a wonderful water world ringed by harbour towns"
Germany’s football factory: a travel guide to the Ruhr,"All eyes will be on Germany’s industrial heartland next month as Euro 2024 kicks off. We explore the region’s heritage, renewal and sporting historyIn 1961, future West German chancellor Willy Brandt declared: “The sky above the Ruhr must be blue once more.” His words were greeted with what sounded like applause but was actually his audience falling off their chairs. Because the Ruhrpott, or Ruhrgebiet, an agglomeration of industrial cities that includes Gelsenkirchen (where England will play their opening match of the European Championship this summer), Dortmund (which hosts group matches as well as a semi-final), Essen and Duisburg was a place where the chimneys of the coal, iron and steel industries poked up above the smog like candles on a giant grey birthday cake. You were more likely to slip in unicorn droppings than breathe clean air in the Ruhrpott.Today the notion of the Ruhr as a tourist destination may provoke as many German sniggers as Brandt’s prophecy back in 1961. But while this region of more than 5 million people may lack the fairytale castles of Bavaria or the coolness of Berlin, there’s plenty to divert the thousands of fans who will pour into the region in June and July. And that’s even if you leave aside the rich football heritage of the mighty Borussia Dortmund and Schalke 04, and perennial battlers such as Rot-Weiss Essen, Bochum and Duisburg. Continue reading...",https://www.theguardian.com/travel/article/2024/may/11/ruhr-guide-football-heritage-germany-euro-2024-city-breaks,2024-05-11 06:00:20,"The Ruhrgebiet will host group matches and a semi-final as Euro 2024 kicks off in June and July, but will it be the region’s industrial heritage that will be remembered?"
Observer sudoku,"Click here to access the print version.Fill the grid using the numbers 1 to 9. Each number must appear just once in every row, column and 3x3 box. Continue reading...",https://www.theguardian.com/lifeandstyle/article/2024/may/12/observer-sudoku,2024-05-11 23:00:39,Match all nine numbers in a row or column in a row and 3x3 box in a row or column in a row and 3x3 box in a row
Observer killer sudoku,"Click here to access the print version. Normal Sudoku rules apply, except the numbers in the cells contained within grey lines add up to the figures in the corner. No number can be repeated within each shape formed by grey lines. Continue reading...",https://www.theguardian.com/lifeandstyle/article/2024/may/12/observer-killer-sudoku,2024-05-11 23:00:39,"This page is copyrighted and may not be reproduced in any form without the express written permission of the copyright owner, who may also be liable to legal action"
Which couple’s tomb was ‘discovered’ at Glastonbury Abbey? The Saturday quiz,"From the Empress of the Blues to American Idiot, test your knowledge with the Saturday quiz1 Which couple’s tomb was “discovered” at Glastonbury Abbey in 1191?2 The M’Naghten rules are concerned with the legal definition of what?3 Which singer was nicknamed the Empress of the Blues?4 What was Jesus’s native language?5 “The Banker – Himself” was a credit on which TV show?6 What only became a public holiday in Scotland in 1958?7 Which heron is known for its booming call?8 Which mid-18th-century conflict has been called the first world war?What links:9 Stars; Rip It Up; The Race; American Idiot; All Rise; Galileo; Crush?10 Boat; bottle indentation; former currency; gamble; kick?11 Davis; Dellinger; Froines; Hayden; Hoffman; Rubin; Weiner?12 The Emperor; Flights; Snow White and Russian Red; Solaris?13 Old Indian coin; heavenly food; Australian lizard; grassland; African clawed frog; excessively cheerful?14 Charing Cross; Notre Dame; Roman Forum; Zhengyangmen Gate?15 Abraham Lincoln; Pyotr Stolypin; Todor Panitsa? Continue reading...",https://www.theguardian.com/lifeandstyle/article/2024/may/11/which-couples-tomb-was-discovered-at-glastonbury-abbey-the-saturday-quiz,2024-05-11 06:00:22,How much do you remember about some of the most famous people and events of the past century and how much do you know about some of the most famous films of all time?
We love: fashion fixes for the week ahead – in pictures,"The perfect summer LBD, festival fever and day-to-night summer knits Continue reading...",https://www.theguardian.com/fashion/gallery/2024/may/11/we-love-fashion-fixes-for-the-week-ahead-in-pictures,2024-05-11 22:45:38,"All photographs courtesy of Getty Images, AFP, EPA, Getty Images, Getty Images and Reuters, courtesy of AFP, EPA, Getty Images and Reuters, courtesy of Getty Images and Reuters"
